assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCA_023555255.1	PRJNA781224	SAMN23242900	JAJMUR000000000.1	na	na	na	715	715	Actinobacillus pleuropneumoniae	strain=UG1970277-01-0A	na	latest	Scaffold	Major	Full	2022/05/25	ASM2355525v1		GCF_023555255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/555/255/GCA_023555255.1_ASM2355525v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_023555255.1/GCA_023555255.1_ASM2355525v1_genomic.fna.gz
GCA_023555335.1	PRJNA781224	SAMN23242896	JAJMUV000000000.1	na	na	na	715	715	Actinobacillus pleuropneumoniae	strain=UG1971013-01A	na	latest	Scaffold	Major	Full	2022/05/25	ASM2355533v1		GCF_023555335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/555/335/GCA_023555335.1_ASM2355533v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_023555335.1/GCA_023555335.1_ASM2355533v1_genomic.fna.gz
GCA_023555195.1	PRJNA781224	SAMN23242901	JAJMUQ000000000.1	na	na	na	715	715	Actinobacillus pleuropneumoniae	strain=UG1970170-01-0A	na	latest	Scaffold	Major	Full	2022/05/25	ASM2355519v1		GCF_023555195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/555/195/GCA_023555195.1_ASM2355519v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_023555195.1/GCA_023555195.1_ASM2355519v1_genomic.fna.gz
GCA_023555295.1	PRJNA781224	SAMN23242899	JAJMUS000000000.1	na	na	na	715	715	Actinobacillus pleuropneumoniae	strain=UG1970269-07-0A	na	latest	Scaffold	Major	Full	2022/05/25	ASM2355529v1		GCF_023555295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/555/295/GCA_023555295.1_ASM2355529v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_023555295.1/GCA_023555295.1_ASM2355529v1_genomic.fna.gz
GCA_023555345.1	PRJNA781224	SAMN23242895	JAJMUW000000000.1	na	na	na	715	715	Actinobacillus pleuropneumoniae	strain=UG1970667-01C	na	latest	Scaffold	Major	Full	2022/05/25	ASM2355534v1		GCF_023555345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/555/345/GCA_023555345.1_ASM2355534v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_023555345.1/GCA_023555345.1_ASM2355534v1_genomic.fna.gz
GCA_023555115.1	PRJNA781224	SAMN23242907	JAJMUK000000000.1	na	na	na	715	715	Actinobacillus pleuropneumoniae	strain=UG1871964.01.01	na	latest	Scaffold	Major	Full	2022/05/25	ASM2355511v1		GCF_023555115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/555/115/GCA_023555115.1_ASM2355511v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_023555115.1/GCA_023555115.1_ASM2355511v1_genomic.fna.gz
GCA_023555265.1	PRJNA781224	SAMN23242902	JAJMUP000000000.1	na	na	na	715	715	Actinobacillus pleuropneumoniae	strain=UP1971607.01A	na	latest	Scaffold	Major	Full	2022/05/25	ASM2355526v1		GCF_023555265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/555/265/GCA_023555265.1_ASM2355526v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_023555265.1/GCA_023555265.1_ASM2355526v1_genomic.fna.gz
GCA_023921245.1	PRJNA712930	SAMN18237299	na	na	na	na	715	715	Actinobacillus pleuropneumoniae	strain=SC1810	na	latest	Complete Genome	Major	Full	2022/06/27	ASM2392124v1		GCF_023921245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/921/245/GCA_023921245.1_ASM2392124v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_023921245.1/GCA_023921245.1_ASM2392124v1_genomic.fna.gz
GCA_026153635.1	PRJNA898268	SAMN31602455	na	na	na	na	715	715	Actinobacillus pleuropneumoniae	strain=AP_123	na	latest	Complete Genome	Major	Full	2022/11/13	ASM2615363v1		GCF_026153635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/153/635/GCA_026153635.1_ASM2615363v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_026153635.1/GCA_026153635.1_ASM2615363v1_genomic.fna.gz
GCA_026738995.1	PRJNA874317	SAMN30542536	JAPQFE000000000.1	na	na	na	715	715	Actinobacillus pleuropneumoniae	strain=51/95	na	latest	Scaffold	Major	Full	2022/12/07	ASM2673899v1		GCF_026738995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/738/995/GCA_026738995.1_ASM2673899v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_026738995.1/GCA_026738995.1_ASM2673899v1_genomic.fna.gz
GCA_026736535.1	PRJNA874317	SAMN30542537	JAPQFF000000000.1	na	na	na	715	715	Actinobacillus pleuropneumoniae	strain=A140	na	latest	Scaffold	Major	Full	2022/12/07	ASM2673653v1		GCF_026736535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/736/535/GCA_026736535.1_ASM2673653v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_026736535.1/GCA_026736535.1_ASM2673653v1_genomic.fna.gz
GCA_026736595.1	PRJNA874317	SAMN30542539	JAPQFH000000000.1	na	na	na	715	715	Actinobacillus pleuropneumoniae	strain=A16	na	latest	Scaffold	Major	Full	2022/12/07	ASM2673659v1		GCF_026736595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/736/595/GCA_026736595.1_ASM2673659v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_026736595.1/GCA_026736595.1_ASM2673659v1_genomic.fna.gz
GCA_026736515.1	PRJNA874317	SAMN30542534	JAPQFC000000000.1	na	na	na	715	715	Actinobacillus pleuropneumoniae	strain=84/14	na	latest	Scaffold	Major	Full	2022/12/07	ASM2673651v1		GCF_026736515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/736/515/GCA_026736515.1_ASM2673651v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_026736515.1/GCA_026736515.1_ASM2673651v1_genomic.fna.gz
GCA_026736495.1	PRJNA874317	SAMN30542533	JAPQFB000000000.1	na	na	na	715	715	Actinobacillus pleuropneumoniae	strain=A125	na	latest	Scaffold	Major	Full	2022/12/07	ASM2673649v1		GCF_026736495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/736/495/GCA_026736495.1_ASM2673649v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_026736495.1/GCA_026736495.1_ASM2673649v1_genomic.fna.gz
GCA_026736565.1	PRJNA874317	SAMN30542535	JAPQFD000000000.1	na	na	na	715	715	Actinobacillus pleuropneumoniae	strain=211/13	na	latest	Scaffold	Major	Full	2022/12/07	ASM2673656v1		GCF_026736565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/736/565/GCA_026736565.1_ASM2673656v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_026736565.1/GCA_026736565.1_ASM2673656v1_genomic.fna.gz
GCA_026736475.1	PRJNA874317	SAMN30542532	JAPQFA000000000.1	na	na	na	715	715	Actinobacillus pleuropneumoniae	strain=A185	na	latest	Scaffold	Major	Full	2022/12/07	ASM2673647v1		GCF_026736475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/736/475/GCA_026736475.1_ASM2673647v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_026736475.1/GCA_026736475.1_ASM2673647v1_genomic.fna.gz
GCA_026736555.1	PRJNA874317	SAMN30542538	JAPQFG000000000.1	na	na	na	715	715	Actinobacillus pleuropneumoniae	strain=A149	na	latest	Scaffold	Major	Full	2022/12/07	ASM2673655v1		GCF_026736555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/736/555/GCA_026736555.1_ASM2673655v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_026736555.1/GCA_026736555.1_ASM2673655v1_genomic.fna.gz
GCA_018760625.1	PRJNA733331	SAMN19375790	JAHHZT000000000.1	na	na	na	715	715	Actinobacillus pleuropneumoniae	strain=18-1342	na	latest	Contig	Major	Full	2021/06/07	ASM1876062v1		GCF_018760625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/760/625/GCA_018760625.1_ASM1876062v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_018760625.1/GCA_018760625.1_ASM1876062v1_genomic.fna.gz
GCA_022630675.1	PRJNA815496	SAMN26589720	JALBCL000000000.1	na	na	na	715	715	Actinobacillus pleuropneumoniae	strain=BJ20211201	na	latest	Contig	Major	Full	2022/03/19	ASM2263067v1		GCF_022630675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/630/675/GCA_022630675.1_ASM2263067v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_022630675.1/GCA_022630675.1_ASM2263067v1_genomic.fna.gz
GCA_002081635.1	PRJNA288598	SAMN03817197	MTBX00000000.1	na	na	na	716	716	Actinobacillus suis	strain=H91-0406	na	latest	Contig	Major	Full	2017/04/06	ASM208163v1		GCF_002081635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/081/635/GCA_002081635.1_ASM208163v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_002081635.1/GCA_002081635.1_ASM208163v1_genomic.fna.gz
GCA_002081645.1	PRJNA288596	SAMN03817196	MTBW00000000.1	na	na	na	716	716	Actinobacillus suis	strain=H89-1173	na	latest	Contig	Major	Full	2017/04/06	ASM208164v1		GCF_002081645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/081/645/GCA_002081645.1_ASM208164v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_002081645.1/GCA_002081645.1_ASM208164v1_genomic.fna.gz
GCA_002081685.1	PRJNA288594	SAMN03817046	MTBV00000000.1	na	na	na	716	716	Actinobacillus suis	strain=ATCC 15557	na	latest	Contig	Major	Full	2017/04/06	ASM208168v1		GCF_002081685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/081/685/GCA_002081685.1_ASM208168v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_002081685.1/GCA_002081685.1_ASM208168v1_genomic.fna.gz
GCA_900187155.1	PRJEB6403	SAMEA4504061	na	na	na	assembly from type material	716	716	Actinobacillus suis	strain=NCTC12996	na	latest	Complete Genome	Major	Full	2017/08/15	51726_C01		GCF_900187155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/155/GCA_900187155.1_51726_C01	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_900187155.1/GCA_900187155.1_51726_C01_genomic.fna.gz
GCA_003112085.1	PRJNA450746	SAMN08945401	QCXP00000000.1	na	na	na	716	716	Actinobacillus suis	strain=AS108/13	na	latest	Contig	Major	Full	2018/05/10	ASM311208v1		GCF_003112085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/112/085/GCA_003112085.1_ASM311208v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_003112085.1/GCA_003112085.1_ASM311208v1_genomic.fna.gz
GCA_023910485.1	PRJNA792721	SAMN24451504	JAKEZJ000000000.1	na	na	na	716	716	Actinobacillus suis	strain=D20_377	na	latest	Contig	Major	Full	2022/06/24	ASM2391048v1		GCF_023910485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/910/485/GCA_023910485.1_ASM2391048v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_023910485.1/GCA_023910485.1_ASM2391048v1_genomic.fna.gz
GCA_023913475.1	PRJNA792721	SAMN24451502	JAKEZI000000000.1	na	na	na	716	716	Actinobacillus suis	strain=4286	na	latest	Contig	Major	Full	2022/06/24	ASM2391347v1		GCF_023913475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/913/475/GCA_023913475.1_ASM2391347v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_023913475.1/GCA_023913475.1_ASM2391347v1_genomic.fna.gz
GCA_024205305.1	PRJNA792721	SAMN24451503	na	na	na	na	716	716	Actinobacillus suis	strain=D20_277	na	latest	Complete Genome	Major	Full	2022/07/11	ASM2420530v1		GCF_024205305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/205/305/GCA_024205305.1_ASM2420530v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_024205305.1/GCA_024205305.1_ASM2420530v1_genomic.fna.gz
GCA_024586965.1	PRJNA792721	SAMN24451499	JAJUOZ000000000.1	na	na	na	716	716	Actinobacillus suis	strain=19_298	na	latest	Contig	Major	Full	2022/08/08	ASM2458696v1		GCF_024586965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/586/965/GCA_024586965.1_ASM2458696v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_024586965.1/GCA_024586965.1_ASM2458696v1_genomic.fna.gz
GCA_024586555.1	PRJNA792721	SAMN24451497	JAJUPA000000000.1	na	na	na	716	716	Actinobacillus suis	strain=18_292	na	latest	Contig	Major	Full	2022/08/08	ASM2458655v1		GCF_024586555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/586/555/GCA_024586555.1_ASM2458655v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_024586555.1/GCA_024586555.1_ASM2458655v1_genomic.fna.gz
GCA_024586545.1	PRJNA792721	SAMN24451501	JAJUOY000000000.1	na	na	na	716	716	Actinobacillus suis	strain=19_419	na	latest	Contig	Major	Full	2022/08/08	ASM2458654v1		GCF_024586545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/586/545/GCA_024586545.1_ASM2458654v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_024586545.1/GCA_024586545.1_ASM2458654v1_genomic.fna.gz
GCA_900636745.1	PRJEB6403	SAMEA3861964	na	na	na	assembly from type material	718	718	Actinobacillus equuli	strain=NCTC8529	na	latest	Complete Genome	Major	Full	2018/12/20	44087_C02		GCF_900636745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/745/GCA_900636745.1_44087_C02	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_900636745.1/GCA_900636745.1_44087_C02_genomic.fna.gz
GCA_900638075.1	PRJEB6403	SAMEA103980415	na	many frameshifted proteins	na	na	718	718	Actinobacillus equuli	strain=NCTC9435	na	latest	Complete Genome	Major	Full	2018/12/20	55685_B01		na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/638/075/GCA_900638075.1_55685_B01	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_900638075.1/GCA_900638075.1_55685_B01_genomic.fna.gz
GCA_900444945.1	PRJEB6403	SAMEA4384238	UFRM00000000.1	na	representative genome	assembly from type material	720	720	Actinobacillus lignieresii	strain=NCTC4189	na	latest	Contig	Major	Full	2018/08/07	50450_B01		GCF_900444945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/444/945/GCA_900444945.1_50450_B01	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_900444945.1/GCA_900444945.1_50450_B01_genomic.fna.gz
GCA_900444935.1	PRJEB6403	SAMEA37369918	UFRN00000000.1	na	na	na	720	720	Actinobacillus lignieresii	strain=NCTC4191	na	latest	Contig	Major	Full	2018/08/07	52601_F01		GCF_900444935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/444/935/GCA_900444935.1_52601_F01	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_900444935.1/GCA_900444935.1_52601_F01_genomic.fna.gz
GCA_900635785.1	PRJEB6403	SAMEA2822168	na	na	na	na	720	720	Actinobacillus lignieresii	strain=NCTC10568	na	latest	Complete Genome	Major	Full	2018/12/20	33922_B01		GCF_900635785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/785/GCA_900635785.1_33922_B01	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_900635785.1/GCA_900635785.1_33922_B01_genomic.fna.gz
GCA_002263215.1	PRJNA393051	SAMN07314126	NLFK00000000.1	na	na	assembly from type material	722	722	Actinobacillus seminis	strain=ATCC 15768	na	latest	Contig	Major	Full	2017/08/22	ASM226321v1		GCF_002263215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/263/215/GCA_002263215.1_ASM226321v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_002263215.1/GCA_002263215.1_ASM226321v1_genomic.fna.gz
GCA_900460625.1	PRJEB6403	SAMEA4076732	UFSB00000000.1	na	representative genome	assembly from type material	722	722	Actinobacillus seminis	strain=NCTC10851	na	latest	Contig	Major	Full	2018/08/07	49642_E01		GCF_900460625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/460/625/GCA_900460625.1_49642_E01	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_900460625.1/GCA_900460625.1_49642_E01_genomic.fna.gz
GCA_900445015.1	PRJEB6403	SAMEA104062573	UFSD00000000.1	na	representative genome	na	723	723	Actinobacillus ureae	strain=NCTC10220	na	latest	Contig	Major	Full	2018/08/07	55147_H01		GCF_900445015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/445/015/GCA_900445015.1_55147_H01	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_900445015.1/GCA_900445015.1_55147_H01_genomic.fna.gz
GCA_900445035.1	PRJEB6403	SAMEA3222077	UFSH00000000.1	na	na	na	723	723	Actinobacillus ureae	strain=NCTC10221	na	latest	Contig	Major	Full	2018/08/07	35661_C01		GCF_900445035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/445/035/GCA_900445035.1_35661_C01	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_900445035.1/GCA_900445035.1_35661_C01_genomic.fna.gz
GCA_005888175.1	PRJNA297156	SAMN04115931	LNKQ00000000.1	na	na	na	725	727	Haemophilus influenzae biotype aegyptius	strain=F3030	na	latest	Contig	Major	Full	2019/05/29	ASM588817v1		GCF_005888175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/888/175/GCA_005888175.1_ASM588817v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_005888175.1/GCA_005888175.1_ASM588817v1_genomic.fna.gz
GCA_005888195.1	PRJNA297162	SAMN04115936	LNKR00000000.1	na	na	na	725	727	Haemophilus influenzae biotype aegyptius	strain=KC1018	na	latest	Contig	Major	Full	2019/05/29	ASM588819v1		GCF_005888195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/888/195/GCA_005888195.1_ASM588819v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_005888195.1/GCA_005888195.1_ASM588819v1_genomic.fna.gz
GCA_005888215.1	PRJNA297159	SAMN04115934	LNKO00000000.1	na	na	na	725	727	Haemophilus influenzae biotype aegyptius	strain=F3042	na	latest	Contig	Major	Full	2019/05/29	ASM588821v1		GCF_005888215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/888/215/GCA_005888215.1_ASM588821v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_005888215.1/GCA_005888215.1_ASM588821v1_genomic.fna.gz
GCA_005888265.1	PRJNA297155	SAMN04115930	LNKS00000000.1	na	na	na	725	727	Haemophilus influenzae biotype aegyptius	strain=F1946	na	latest	Contig	Major	Full	2019/05/29	ASM588826v1		GCF_005888265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/888/265/GCA_005888265.1_ASM588826v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_005888265.1/GCA_005888265.1_ASM588826v1_genomic.fna.gz
GCA_005888185.1	PRJNA297161	SAMN04115935	LNKP00000000.1	na	na	na	725	727	Haemophilus influenzae biotype aegyptius	strain=F3283	na	latest	Contig	Major	Full	2019/05/29	ASM588818v1		GCF_005888185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/888/185/GCA_005888185.1_ASM588818v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_005888185.1/GCA_005888185.1_ASM588818v1_genomic.fna.gz
GCA_005888205.1	PRJNA297158	SAMN04115932	LNKN00000000.1	na	na	na	725	727	Haemophilus influenzae biotype aegyptius	strain=F3039	na	latest	Contig	Major	Full	2019/05/29	ASM588820v1		GCF_005888205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/888/205/GCA_005888205.1_ASM588820v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_005888205.1/GCA_005888205.1_ASM588820v1_genomic.fna.gz
GCA_008586805.1	PRJNA563784	SAMN12687936	na	na	na	na	725	727	Haemophilus influenzae biotype aegyptius	strain=HE24/F3037	na	latest	Complete Genome	Major	Full	2019/09/19	ASM858680v1		GCF_008586805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/586/805/GCA_008586805.1_ASM858680v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_008586805.1/GCA_008586805.1_ASM858680v1_genomic.fna.gz
GCA_008586825.1	PRJNA563784	SAMN12687935	na	na	na	na	725	727	Haemophilus influenzae biotype aegyptius	strain=HE15/F3028	na	latest	Complete Genome	Major	Full	2019/09/19	ASM858682v1		GCF_008586825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/586/825/GCA_008586825.1_ASM858682v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_008586825.1/GCA_008586825.1_ASM858682v1_genomic.fna.gz
GCA_008586765.1	PRJNA563784	SAMN12687938	na	many frameshifted proteins	na	na	725	727	Haemophilus influenzae biotype aegyptius	strain=HE40/F3043	na	latest	Complete Genome	Major	Full	2019/09/19	ASM858676v1		GCF_008586765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/586/765/GCA_008586765.1_ASM858676v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_008586765.1/GCA_008586765.1_ASM858676v1_genomic.fna.gz
GCA_008586785.1	PRJNA563784	SAMN12687937	na	many frameshifted proteins	na	na	725	727	Haemophilus influenzae biotype aegyptius	strain=HE37/F3052	na	latest	Complete Genome	Major	Full	2019/09/19	ASM858678v1		GCF_008586785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/586/785/GCA_008586785.1_ASM858678v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_008586785.1/GCA_008586785.1_ASM858678v1_genomic.fna.gz
GCA_008586745.1	PRJNA563784	SAMN12687934	na	na	na	na	725	727	Haemophilus influenzae biotype aegyptius	strain=HE7/F1946	na	latest	Complete Genome	Major	Full	2019/09/19	ASM858674v1		GCF_008586745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/586/745/GCA_008586745.1_ASM858674v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_008586745.1/GCA_008586745.1_ASM858674v1_genomic.fna.gz
GCA_001008225.1	PRJNA282678	SAMN03573809	LCTJ00000000.1	na	na	na	726	726	Haemophilus haemolyticus	strain=3P5	na	latest	Contig	Major	Full	2015/05/15	ASM100822v1		GCF_001008225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/008/225/GCA_001008225.1_ASM100822v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_001008225.1/GCA_001008225.1_ASM100822v1_genomic.fna.gz
GCA_001008205.1	PRJNA282951	SAMN03580969	LCTK00000000.1	na	na	na	726	726	Haemophilus haemolyticus	strain=11P18	na	latest	Contig	Major	Full	2015/05/15	ASM100820v1		GCF_001008205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/008/205/GCA_001008205.1_ASM100820v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_001008205.1/GCA_001008205.1_ASM100820v1_genomic.fna.gz
GCA_001008275.1	PRJNA282658	SAMN03573714	LCTH00000000.1	na	na	na	726	726	Haemophilus haemolyticus	strain=27P25	na	latest	Contig	Major	Full	2015/05/15	ASM100827v1		GCF_001008275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/008/275/GCA_001008275.1_ASM100827v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_001008275.1/GCA_001008275.1_ASM100827v1_genomic.fna.gz
GCA_001008215.1	PRJNA282677	SAMN03573808	LCTI00000000.1	na	na	na	726	726	Haemophilus haemolyticus	strain=1P26	na	latest	Contig	Major	Full	2015/05/15	ASM100821v1		GCF_001008215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/008/215/GCA_001008215.1_ASM100821v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_001008215.1/GCA_001008215.1_ASM100821v1_genomic.fna.gz
GCA_001679045.1	PRJNA302716	SAMN05043237	LYCK00000000.1	na	na	assembly from type material	726	726	Haemophilus haemolyticus	strain=CCUG 12834	na	latest	Scaffold	Major	Full	2016/07/05	ASM167904v1		GCF_001679045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/679/045/GCA_001679045.1_ASM167904v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_001679045.1/GCA_001679045.1_ASM167904v1_genomic.fna.gz
GCA_001679135.1	PRJNA302716	SAMN05214003	LZDL00000000.1	na	na	na	726	726	Haemophilus haemolyticus	strain=CCUG 24149	na	latest	Contig	Major	Full	2016/07/05	ASM167913v1		GCF_001679135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/679/135/GCA_001679135.1_ASM167913v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_001679135.1/GCA_001679135.1_ASM167913v1_genomic.fna.gz
GCA_001679445.1	PRJNA302716	SAMN05225441	LZOY00000000.1	na	na	na	726	726	Haemophilus haemolyticus	strain=CCUG 39154	na	latest	Scaffold	Major	Full	2016/07/05	ASM167944v1		GCF_001679445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/679/445/GCA_001679445.1_ASM167944v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_001679445.1/GCA_001679445.1_ASM167944v1_genomic.fna.gz
